Timestamp,Clase_YAMNet,Probabilidad,TopIndex,loudness_sones,sharpness_acum,roughness_asper,tonality_tnr_db,tonality_pr_db
150.0,Vehicle,0.10388598591089249,294,12.512,1.2360484632538418,0.5712924742430943,0.0,0.0
153.0,Vehicle,0.29549747705459595,294,16.3,1.0301561592113766,0.41760954521431876,0.0,0.0
156.0,Vehicle,0.37848639488220215,294,17.06,1.343146744710906,0.2577174423351956,0.0,0.0
159.0,Vehicle,0.6455753445625305,294,24.08,1.4020355220948322,0.13628198775614175,0.0,0.0
162.0,Emergency vehicle,0.7695474028587341,316,25.45,1.3238192401583313,0.09151566506887117,0.0,0.0
165.0,Vehicle,0.38692522048950195,294,19.43,1.3935014625849391,0.1595587815186027,0.0,0.0
168.0,Emergency vehicle,0.5377922654151917,316,19.63,1.3616247931453256,0.10379922699399764,0.0,0.0
171.0,Horse,0.3748358190059662,82,17.23,1.2007841253457563,0.26629995521532435,0.0,0.0
174.0,Vehicle,0.4479365050792694,294,21.16,1.3239748406514942,0.15908561275545818,0.0,0.0
177.0,Vehicle,0.22153031826019287,294,21.43,1.3847286507952317,0.18417040058860698,0.0,0.0
180.0,Vehicle,0.331725537776947,294,17.6,1.3826025027077964,0.23432199861130334,0.0,10.097735065184168
183.0,Vehicle,0.4336559474468231,294,16.96,1.3297736800859692,0.18495623881240708,0.0,0.0
186.0,Vehicle,0.5671008229255676,294,16.55,1.301435812362601,0.13884889249631888,0.0,0.0
189.0,Vehicle,0.4958677589893341,294,18.9,1.4253279633712652,0.13894531025595105,0.0,0.0
192.0,Vehicle,0.27748286724090576,294,15.987,1.414432072555557,0.08550271048301256,0.0,0.0
195.0,Vehicle,0.21526427567005157,294,17.44,1.3219824874906885,0.1575409507931343,0.0,0.0
198.0,Vehicle,0.4742276668548584,294,20.49,1.468661745582804,0.1066586252655523,0.0,0.0
201.0,Vehicle,0.4852766692638397,294,21.28,1.5238992255971227,0.13436933295794054,0.0,0.0
204.0,Vehicle,0.3280550539493561,294,20.14,1.5215002019868429,0.18727373391014154,0.0,0.0
207.0,Vehicle,0.22935335338115692,294,16.71,1.400913580603154,0.20660629175637948,0.0,0.0
210.0,Vehicle,0.22813616693019867,294,18.87,1.5368493701433772,0.26838735565331623,0.0,0.0
213.0,Vehicle,0.3529658019542694,294,17.82,1.3681429707891948,0.2435619616539265,0.0,0.0
216.0,Vehicle,0.2568609118461609,294,18.45,1.3860051019186825,0.2849378108872782,0.0,0.0
219.0,Vehicle,0.27471885085105896,294,17.65,1.3333365968494704,0.4547426227035933,0.0,0.0
222.0,Vehicle,0.650844931602478,294,18.41,1.3343823852971957,0.16162041214737757,0.0,0.0
225.0,Vehicle,0.28266993165016174,294,16.9,1.2206284263393867,0.15609598939045316,0.0,0.0
228.0,Vehicle,0.23003868758678436,294,18.51,1.3790722476608608,0.21757339209349916,0.0,0.0
231.0,"Boat, Water vehicle",0.3891245424747467,295,14.854,1.1406642585902247,0.18572552334077735,0.0,0.0
234.0,Vehicle,0.2867799401283264,294,14.9,1.1526851545458898,0.1932142424227366,0.0,0.0
237.0,Vehicle,0.2769266366958618,294,14.797,1.2713485112077736,0.4613144765250948,0.0,0.0
240.0,Vehicle,0.3850992023944855,294,16.18,1.174804231703655,0.5260423257624887,0.0,0.0
243.0,Vehicle,0.3213426172733307,294,16.19,1.3100267533912195,0.3470341972167869,0.0,0.0
246.0,Vehicle,0.20733356475830078,294,17.0,1.1046534293833026,0.2300344069112968,0.0,0.0
249.0,Wind,0.5360568761825562,277,16.44,1.3177423880653156,0.30016540710328654,0.0,0.0
252.0,Wind,0.3681463301181793,277,19.29,1.2599177487553297,0.2610922864989749,0.0,12.087696884322952
255.0,Wind,0.27812665700912476,277,15.709,1.0790261388269966,0.12952141585823596,0.0,0.0
